Sample_Name,Microbiome,Seed_Type,Reps,Microbiome_Seed,Bac_cutis,Bac_timonensis,Bac_kribbi,Bac_faecichinchillae,Bac_rodentium,Bac_caccae,Bac_ovatus,Bac_acidifaciens,Bac_xylanisolvens,Bac_fragilis,Bac_thetaiotaomicron,Bac_intestinalis,Bac_faecis,Bac_cellulosilyticus,Bac_clarus,Bac_plebeius,Bac_coprocola,Bac_stercoris,Bac_eggerthii,Bac_salyersiae,Bac_nordii,Bac_uniformis,Bac_paurosaccharolyticus,Bac_sartorii,Bac_massiliensis,Bac_vulgatus,Bac_dorei,Bac_caecimuris,Bac_cutis_log2,Bac_timonensis_log2,Bac_kribbi_log2,Bac_faecichinchillae_log2,Bac_rodentium_log2,Bac_caccae_log2,Bac_ovatus_log2,Bac_acidifaciens_log2,Bac_xylanisolvens_log2,Bac_fragilis_log2,Bac_thetaiotaomicron_log2,Bac_intestinalis_log2,Bac_faecis_log2,Bac_cellulosilyticus_log2,Bac_clarus_log2,Bac_plebeius_log2,Bac_coprocola_log2,Bac_stercoris_log2,Bac_eggerthii_log2,Bac_salyersiae_log2,Bac_nordii_log2,Bac_uniformis_log2,Bac_paurosaccharolyticus_log2,Bac_sartorii_log2,Bac_massiliensis_log2,Bac_vulgatus_log2,Bac_dorei_log2,Bac_caecimuris_log2
S22-A554-2,S22,A554,2,S22_A554,1,0,0,0,0,64,634,4,0,2,0,0,0,3,2,0,0,0,0,0,0,880,0,0,1,1646,3,0,1,0,0,0,0,6.022367813,9.310612782,2.321928095,0,1.584962501,0,0,0,2,1.584962501,0,0,0,0,0,0,9.782998209,0,0,1,10.68562484,2,0
S4-A554-2,S4,A554,2,S4_A554,0,0,4,1,0,0,133,916,0,0,104,1,0,204,0,0,0,393,0,0,51,223,0,8,2,500,1,5,0,0,2.321928095,1,0,0,7.06608919,9.840777924,0,0,6.714245518,1,0,7.6794801,0,0,0,8.622051819,0,0,5.700439718,7.807354922,0,3.169925001,1.584962501,8.968666793,1,2.584962501
S14-A554-2,S14,A554,2,S14_A554,0,0,0,0,0,0,11,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,53,71,0,0,0,0,0,0,0,3.584962501,3.169925001,0,0,0,0,0,1,0,0,0,0,0,0,0,1.584962501,0,0,0,5.754887502,6.169925001,0
S17-A554-1,S17,A554,1,S17_A554,0,0,6,0,0,0,900,1,0,0,3,0,0,2,20,0,0,0,0,0,0,0,0,0,1,1136,260,0,0,0,2.807354922,0,0,0,9.815383296,1,0,0,2,0,0,1.584962501,4.392317423,0,0,0,0,0,0,0,0,0,1,10.15101654,8.027905997,0
S20-A554-2,S20,A554,2,S20_A554,3,1,0,0,0,38,183,8,0,43,173,0,0,268,0,0,0,0,0,0,6,297,0,0,0,596,1,0,2,1,0,0,0,5.285402219,7.523561956,3.169925001,0,5.459431619,7.442943496,0,0,8.071462363,0,0,0,0,0,0,2.807354922,8.21916852,0,0,0,9.221587121,1,0
S24-A554-2,S24,A554,2,S24_A554,0,0,6,0,0,4,1133,0,0,0,99,0,0,117,0,0,0,1,1,0,0,429,0,0,662,2500,2,0,0,0,2.807354922,0,0,2.321928095,10.14720492,0,0,0,6.64385619,0,0,6.882643049,0,0,0,1,1,0,0,8.74819285,0,0,9.37286506,11.28828934,1.584962501,0
S18-A554-2,S18,A554,2,S18_A554,0,0,9,0,1,0,572,2,0,281,412,0,0,4,0,0,0,0,815,0,0,497,0,0,3,30,1588,0,0,0,3.321928095,0,1,0,9.162391329,1.584962501,0,8.139551352,8.689997971,0,0,2.321928095,0,0,0,0,9.672425342,0,0,8.960001932,0,0,2,4.95419631,10.63390341,0
S1-A554-1,S1,A554,1,S1_A554,0,0,3,1,0,24,255,1,0,1,87,0,0,190,0,0,0,410,3,4,0,163,0,0,83,649,2,0,0,0,2,1,0,4.64385619,8,1,0,1,6.459431619,0,0,7.577428828,0,0,0,8.682994584,2,2.321928095,0,7.357552005,0,0,6.392317423,9.344295908,1.584962501,0
S5-A554-1,S5,A554,1,S5_A554,1,3,0,1,0,3,48,0,0,318,687,0,0,1403,62,0,0,0,1,2,90,352,0,0,4,1067,5,0,1,2,0,1,0,2,5.614709844,0,0,8.317412614,9.426264755,0,0,10.45532722,5.977279923,0,0,0,1,1.584962501,6.50779464,8.463524373,0,0,2.321928095,10.06069593,2.584962501,0
S19-A554-1,S19,A554,1,S19_A554,1,0,1,0,0,23,290,0,0,0,40,0,0,111,0,0,0,96,0,6,0,156,0,0,221,438,19,0,1,0,1,0,0,4.584962501,8.184875343,0,0,0,5.357552005,0,0,6.807354922,0,0,0,6.599912842,0,2.807354922,0,7.294620749,0,0,7.794415866,8.77807713,4.321928095,0
S16-A554-1,S16,A554,1,S16_A554,0,0,2,0,0,0,147,2,0,3,111,0,0,13,0,0,0,31,1,1,23,76,0,0,417,392,2,0,0,0,1.584962501,0,0,0,7.209453366,1.584962501,0,2,6.807354922,0,0,3.807354922,0,0,0,5,1,1,4.584962501,6.266786541,0,0,8.707359132,8.618385502,1.584962501,0
S6-A554-1,S6,A554,1,S6_A554,0,0,1,0,0,1,1196,4,0,324,467,38,0,10,0,0,0,7,196,13,1,231,0,0,0,1554,160,0,0,0,1,0,0,1,10.22520744,2.321928095,0,8.344295908,8.87036472,5.285402219,0,3.459431619,0,0,0,3,7.622051819,3.807354922,1,7.857980995,0,0,0,10.60269887,7.330916878,0
S2-A554-2,S2,A554,2,S2_A554,0,0,0,0,0,186,621,7,0,2,3,0,0,93,0,0,0,0,1,0,118,404,0,0,2,7,696,0,0,0,0,0,0,7.54689446,9.28077077,3,0,1.584962501,2,0,0,6.554588852,0,0,0,0,1,0,6.894817763,8.661778098,0,0,1.584962501,3,9.445014846,0
S1-A554-2,S1,A554,2,S1_A554,0,0,0,0,0,21,273,0,0,1,121,0,0,196,1,0,0,521,5,4,0,150,0,0,113,775,3,0,0,0,0,0,0,4.459431619,8.098032083,0,0,1,6.930737338,0,0,7.622051819,1,0,0,9.027905997,2.584962501,2.321928095,0,7.238404739,0,0,6.832890014,9.599912842,2,0
S21-A554-1,S21,A554,1,S21_A554,1,0,3,0,0,2,2417,111,0,0,258,0,0,2,0,0,0,0,0,216,3,765,0,0,6,1268,7,0,1,0,2,0,0,1.584962501,11.23959853,6.807354922,0,0,8.016808288,0,0,1.584962501,0,0,0,0,0,7.761551232,2,9.581200582,0,0,2.807354922,10.30947635,3,0
S17-A554-2,S17,A554,2,S17_A554,0,0,3,0,0,0,712,1,0,0,5,0,0,2,17,0,0,0,2,1,0,1,0,0,1,1042,170,0,0,0,2,0,0,0,9.477758266,1,0,0,2.584962501,0,0,1.584962501,4.169925001,0,0,0,1.584962501,1,0,1,0,0,1,10.02652344,7.417852515,0
S7-A554-2,S7,A554,2,S7_A554,0,0,1,0,0,0,620,1,0,84,339,0,0,1,0,0,0,0,0,0,0,513,0,0,0,5,476,0,0,0,1,0,0,0,9.278449458,1,0,6.409390936,8.409390936,0,0,1,0,0,0,0,0,0,0,9.005624549,0,0,0,2.584962501,8.897845456,0
S12-B57-2,S12,B57,2,S12_B57,0,0,0,2,0,141,560,3,0,0,242,0,0,3,0,0,0,752,2,0,0,20,0,0,231,818,1,0,0,0,0,1.584962501,0,7.14974712,9.131856961,2,0,0,7.924812504,0,0,2,0,0,0,9.556506055,1.584962501,0,0,4.392317423,0,0,7.857980995,9.677719642,1,0
S3-B57-2,S3,B57,2,S3_B57,0,0,1,0,0,35,302,2,0,0,92,0,0,38,0,0,0,149,2,0,7,139,0,1,148,604,2,0,0,0,1,0,0,5.169925001,8.243173983,1.584962501,0,0,6.539158811,0,0,5.285402219,0,0,0,7.22881869,1.584962501,0,3,7.129283017,0,1,7.21916852,9.240791332,1.584962501,0
S15-B57-2,S15,B57,2,S15_B57,1,0,1,0,5,2,369,0,0,0,48,0,0,115,0,10,0,418,0,0,0,245,0,0,461,458,57,0,1,0,1,0,2.584962501,1.584962501,8.531381461,0,0,0,5.614709844,0,0,6.857980995,0,3.459431619,0,8.710806434,0,0,0,7.942514505,0,0,8.851749041,8.842350343,5.857980995,0
S6-B57-2,S6,B57,2,S6_B57,0,0,7,0,0,0,1023,0,0,246,345,97,0,15,1,0,0,0,61,8,0,176,0,0,1,1200,145,0,0,0,3,0,0,0,10,0,0,7.948367232,8.434628228,6.614709844,0,4,1,0,0,0,5.95419631,3.169925001,0,7.46760555,0,0,1,10.23002044,7.189824559,0
S9-B57-1,S9,B57,1,S9_B57,0,0,1,0,0,52,397,3,0,0,67,0,0,2,0,36,77,347,85,0,0,83,0,0,58,1084,6,0,0,0,1,0,0,5.727920455,8.636624621,2,0,0,6.087462841,0,0,1.584962501,0,5.209453366,6.285402219,8.442943496,6.426264755,0,0,6.392317423,0,0,5.882643049,10.08347933,2.807354922,0
S2-B57-1,S2,B57,1,S2_B57,0,1,0,0,0,191,661,16,0,0,2,0,0,128,0,0,0,0,0,0,91,493,0,0,0,19,617,0,0,1,0,0,0,7.584962501,9.370687407,4.087462841,0,0,1.584962501,0,0,7.011227255,0,0,0,0,0,0,6.523561956,8.948367232,0,0,0,4.321928095,9.271463028,0
S18-B57-1,S18,B57,1,S18_B57,0,0,4,0,1,0,339,0,0,175,379,0,1,0,0,0,0,0,641,0,0,381,0,0,1,29,1804,0,0,0,2.321928095,0,1,0,8.409390936,0,0,7.459431619,8.569855608,0,1,0,0,0,0,0,9.326429487,0,0,8.577428828,0,0,1,4.906890596,10.81778312,0
S19-B57-2,S19,B57,2,S19_B57,3,0,2,0,0,22,355,0,0,0,54,0,0,175,0,1,0,159,1,16,0,242,0,0,182,439,10,0,2,0,1.584962501,0,0,4.523561956,8.475733431,0,0,0,5.781359714,0,0,7.459431619,0,1,0,7.321928095,1,4.087462841,0,7.924812504,0,0,7.515699838,8.781359714,3.459431619,0
S12-B57-1,S12,B57,1,S12_B57,0,0,0,1,0,150,530,1,0,0,186,0,0,0,0,0,1,642,0,0,0,46,0,0,242,747,3,0,0,0,0,1,0,7.238404739,9.052568051,1,0,0,7.54689446,0,0,0,0,0,1,9.328674927,0,0,0,5.554588852,0,0,7.924812504,9.54689446,2,0
S20-B57-1,S20,B57,1,S20_B57,0,0,3,0,0,106,405,0,0,40,223,0,0,173,0,0,0,1,0,0,13,391,0,0,2,590,0,0,0,0,2,0,0,6.741466986,8.665335917,0,0,5.357552005,7.807354922,0,0,7.442943496,0,0,0,1,0,0,3.807354922,8.614709844,0,0,1.584962501,9.20701432,0,0
S22-B57-1,S22,B57,1,S22_B57,3,0,3,0,0,69,420,3,0,1,1,0,0,0,0,0,0,0,1,0,0,612,0,0,1,950,3,0,2,0,2,0,0,6.129283017,8.717676423,2,0,1,1,0,0,0,0,0,0,0,1,0,0,9.259743264,0,0,1,9.893301531,2,0
S24-B57-1,S24,B57,1,S24_B57,0,1,11,0,0,5,1108,2,0,4,109,0,0,101,0,0,0,2,2,0,0,429,0,0,756,2259,5,0,0,1,3.584962501,0,0,2.584962501,10.11504365,1.584962501,0,2.321928095,6.781359714,0,0,6.672425342,0,0,0,1.584962501,1.584962501,0,0,8.74819285,0,0,9.56414949,11.14210706,2.584962501,0
S14-B57-1,S14,B57,1,S14_B57,0,0,0,0,0,0,28,4,0,0,1,0,0,2,0,1,0,1,0,0,0,5,0,0,0,256,166,0,0,0,0,0,0,0,4.857980995,2.321928095,0,0,1,0,0,1.584962501,0,1,0,1,0,0,0,2.584962501,0,0,0,8.005624549,7.383704292,0
S7-B57-1,S7,B57,1,S7_B57,0,0,3,5,0,0,601,3,0,109,390,0,0,1,0,0,0,0,1,0,0,543,0,0,1,16,478,1,0,0,2,2.584962501,0,0,9.233619677,2,0,6.781359714,8.611024797,0,0,1,0,0,0,0,1,0,0,9.087462841,0,0,1,4.087462841,8.903881846,1
S16-B57-2,S16,B57,2,S16_B57,0,0,0,0,0,0,163,2,0,1,138,0,0,68,0,0,0,30,0,0,39,61,0,0,331,429,4,0,0,0,0,0,0,0,7.357552005,1.584962501,0,1,7.118941073,0,0,6.108524457,0,0,0,4.95419631,0,0,5.321928095,5.95419631,0,0,8.375039431,8.74819285,2.321928095,0
S4-B57-1,S4,B57,1,S4_B57,0,0,0,0,0,0,76,996,0,0,189,0,0,147,0,0,0,543,0,0,39,156,0,3,1,564,2,0,0,0,0,0,0,0,6.266786541,9.961449694,0,0,7.569855608,0,0,7.209453366,0,0,0,9.087462841,0,0,5.321928095,7.294620749,0,2,1,9.142107057,1.584962501,0
S9-B57-2,S9,B57,2,S9_B57,0,0,1,0,0,44,539,0,0,0,43,0,0,1,0,23,56,355,113,0,0,132,0,0,62,1143,0,0,0,0,1,0,0,5.491853096,9.076815597,0,0,0,5.459431619,0,0,1,0,4.584962501,5.832890014,8.475733431,6.832890014,0,0,7.055282436,0,0,5.977279923,10.15987134,0,0
S3-B57-1,S3,B57,1,S3_B57,0,1,2,0,0,45,822,8,0,0,69,0,0,139,0,0,0,131,1,0,10,189,0,0,124,490,3,0,0,1,1.584962501,0,0,5.523561956,9.68474862,3.169925001,0,0,6.129283017,0,0,7.129283017,0,0,0,7.044394119,1,0,3.459431619,7.569855608,0,0,6.965784285,8.939579214,2,0
S5-B57-2,S5,B57,2,S5_B57,0,0,0,1,0,1,90,0,1,153,589,0,1,1141,64,0,0,2,2,0,113,311,0,0,2,1145,1,0,0,0,0,1,0,1,6.50779464,0,1,7.266786541,9.204571144,0,1,10.15734694,6.022367813,0,0,1.584962501,1.584962501,0,6.832890014,8.285402219,0,0,1.584962501,10.16239133,1,0
S21-B57-2,S21,B57,2,S21_B57,0,0,3,0,0,0,1824,144,1,0,274,0,0,0,0,0,0,0,0,184,1,748,0,0,0,1349,2,0,0,0,2,0,0,0,10.83368075,7.17990909,1,0,8.103287808,0,0,0,0,0,0,0,0,7.531381461,1,9.548821908,0,0,0,10.39874369,1.584962501,0
S22-B57-2,S22,B57,2,S22_B57,1,0,2,0,0,101,842,2,0,5,0,0,0,5,1,0,0,0,0,0,0,1162,0,0,1,1795,2,0,1,0,1.584962501,0,0,6.672425342,9.719388821,1.584962501,0,2.584962501,0,0,0,2.584962501,1,0,0,0,0,0,0,10.18363538,0,0,1,10.81057163,1.584962501,0
S4-B57-2,S4,B57,2,S4_B57,0,0,6,0,0,0,62,886,0,1,133,0,0,72,0,0,0,514,1,0,37,137,0,2,0,423,2,4,0,0,2.807354922,0,0,0,5.977279923,9.792790294,0,1,7.06608919,0,0,6.189824559,0,0,0,9.008428622,1,0,5.247927513,7.108524457,0,1.584962501,0,8.727920455,1.584962501,2.321928095
S14-B57-2,S14,B57,2,S14_B57,0,0,0,0,0,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,57,55,0,0,0,0,0,0,0,3,1.584962501,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5.857980995,5.807354922,0
S20-B57-2,S20,B57,2,S20_B57,3,1,1,0,0,93,236,8,0,23,247,0,0,374,0,0,0,5,0,0,25,370,0,0,0,602,0,0,2,1,1,0,0,6.554588852,7.888743249,3.169925001,0,4.584962501,7.95419631,0,0,8.550746785,0,0,0,2.584962501,0,0,4.700439718,8.535275377,0,0,0,9.236014192,0,0
S17-B57-1,S17,B57,1,S17_B57,0,0,20,0,0,0,1553,2,1,0,5,0,0,2,33,1,0,9,0,0,0,2,0,0,0,1554,300,0,0,0,4.392317423,0,0,0,10.60177079,1.584962501,1,0,2.584962501,0,0,1.584962501,5.087462841,1,0,3.321928095,0,0,0,1.584962501,0,0,0,10.60269887,8.233619677,0
S24-B57-2,S24,B57,2,S24_B57,0,0,7,0,1,8,1007,5,0,0,86,0,0,164,0,0,0,4,1,1,0,386,0,0,750,1990,0,0,0,0,3,0,1,3.169925001,9.977279923,2.584962501,0,0,6.442943496,0,0,7.366322214,0,0,0,2.321928095,1,1,0,8.596189756,0,0,9.552669098,10.95927751,0,0
S18-B57-2,S18,B57,2,S18_B57,0,0,3,0,0,0,481,0,0,240,317,0,0,2,0,0,0,2,739,0,1,473,0,0,1,21,1590,0,0,0,2,0,0,0,8.912889336,0,0,7.912889336,8.312882955,0,0,1.584962501,0,0,0,1.584962501,9.531381461,0,1,8.888743249,0,0,1,4.459431619,10.63571812,0
S1-B57-1,S1,B57,1,S1_B57,0,0,8,1,0,22,191,1,0,2,100,0,0,230,0,0,0,361,4,7,2,148,0,0,114,657,1,0,0,0,3.169925001,1,0,4.523561956,7.584962501,1,0,1.584962501,6.658211483,0,0,7.851749041,0,0,0,8.499845887,2.321928095,3,1.584962501,7.21916852,0,0,6.845490051,9.361943774,1,0
S5-B57-1,S5,B57,1,S5_B57,0,2,0,1,0,1,79,0,0,182,588,0,2,1478,74,0,0,2,0,0,70,363,0,0,2,1056,3,0,0,1.584962501,0,1,0,1,6.321928095,0,0,7.515699838,9.202123824,0,1.584962501,10.53040634,6.22881869,0,0,1.584962501,0,0,6.14974712,8.50779464,0,0,1.584962501,10.04575966,2,0
S19-B57-1,S19,B57,1,S19_B57,0,0,2,0,0,38,407,0,0,0,60,0,0,135,0,0,0,108,0,9,0,215,0,0,315,385,19,0,0,0,1.584962501,0,0,5.285402219,8.672425342,0,0,0,5.930737338,0,0,7.087462841,0,0,0,6.768184325,0,3.321928095,0,7.754887502,0,0,8.303780748,8.592457037,4.321928095,0
S16-B57-1,S16,B57,1,S16_B57,0,0,0,0,0,0,247,0,0,3,108,0,0,47,0,0,0,35,1,0,33,57,0,1,337,447,2,0,0,0,0,0,0,0,7.95419631,0,0,2,6.768184325,0,0,5.584962501,0,0,0,5.169925001,1,0,5.087462841,5.857980995,0,1,8.400879436,8.807354922,1.584962501,0
S1-B57-2,S1,B57,2,S1_B57,0,0,1,0,0,28,445,0,0,0,120,0,0,288,0,0,0,564,9,4,0,254,0,0,126,767,1,0,0,0,1,0,0,4.857980995,8.8008999,0,0,0,6.918863237,0,0,8.174925683,0,0,0,9.142107057,3.321928095,2.321928095,0,7.994353437,0,0,6.988684687,9.584962501,1,0
S6-B57-1,S6,B57,1,S6_B57,0,0,5,0,0,0,1651,3,0,260,357,141,0,20,1,0,0,1,144,3,0,205,0,0,0,1151,152,0,0,0,2.584962501,0,0,0,10.68999797,2,0,8.027905997,8.483815777,7.14974712,0,4.392317423,1,0,0,1,7.17990909,2,0,7.686500527,0,0,0,10.169925,7.257387843,0
S2-B57-2,S2,B57,2,S2_B57,0,0,0,0,0,190,519,4,0,0,0,2,0,198,0,0,0,0,0,0,83,500,0,0,0,11,499,0,0,0,0,0,0,7.577428828,9.022367813,2.321928095,0,0,0,1.584962501,0,7.636624621,0,0,0,0,0,0,6.392317423,8.968666793,0,0,0,3.584962501,8.965784285,0
S21-B57-1,S21,B57,1,S21_B57,0,0,4,0,0,1,1825,118,0,1,243,0,0,3,0,0,0,0,2,143,1,654,0,0,0,1169,2,0,0,0,2.321928095,0,0,1,10.83447105,6.894817763,0,1,7.930737338,0,0,2,0,0,0,0,1.584962501,7.169925001,1,9.355351096,0,0,0,10.19229281,1.584962501,0
S17-B57-2,S17,B57,2,S17_B57,0,0,8,0,0,0,1359,3,0,0,8,0,0,3,23,0,0,3,0,0,0,0,0,0,1,1366,284,0,0,0,3.169925001,0,0,0,10.40939094,2,0,0,3.169925001,0,0,2,4.584962501,0,0,2,0,0,0,0,0,0,1,10.41679753,8.154818109,0
S7-B57-2,S7,B57,2,S7_B57,0,0,1,0,0,0,706,4,0,115,300,0,0,0,0,0,0,0,0,0,0,542,0,0,1,8,388,0,0,0,1,0,0,0,9.465566405,2.321928095,0,6.857980995,8.233619677,0,0,0,0,0,0,0,0,0,0,9.084808388,0,0,1,3.169925001,8.603626345,0
S15-B57-1,S15,B57,1,S15_B57,0,0,1,0,0,0,349,1,0,1,47,0,0,145,0,10,0,511,0,0,0,245,0,0,333,361,61,0,0,0,1,0,0,0,8.451211112,1,0,1,5.584962501,0,0,7.189824559,0,3.459431619,0,9,0,0,0,7.942514505,0,0,8.383704292,8.499845887,5.95419631,0
S12-FBB0-2,S12,FBB0,2,S12_FBB0,0,0,0,0,0,167,129,3,0,2,27,0,0,1,0,0,0,85,0,0,0,27,0,0,111,461,2,0,0,0,0,0,0,7.392317423,7.022367813,2,0,1.584962501,4.807354922,0,0,1,0,0,0,6.426264755,0,0,0,4.807354922,0,0,6.807354922,8.851749041,1.584962501,0
S3-FBB0-2,S3,FBB0,2,S3_FBB0,0,0,3,0,0,49,434,3,0,1,28,1,0,87,0,0,0,193,1,0,9,404,0,0,234,745,2,0,0,0,2,0,0,5.64385619,8.764871591,2,0,1,4.857980995,1,0,6.459431619,0,0,0,7.599912842,1,0,3.321928095,8.661778098,0,0,7.876516947,9.54303182,1.584962501,0
S6-FBB0-2,S6,FBB0,2,S6_FBB0,0,0,4,0,0,0,896,10,0,292,353,20,0,4,2,0,0,2,37,16,5,585,0,0,2,2538,400,0,0,0,2.321928095,0,0,0,9.808964175,3.459431619,0,8.194756854,8.46760555,4.392317423,0,2.321928095,1.584962501,0,0,1.584962501,5.247927513,4.087462841,2.584962501,9.194756854,0,0,1.584962501,11.31004468,8.647458426,0
S15-FBB0-2,S15,FBB0,2,S15_FBB0,0,0,0,0,0,0,134,3,0,0,37,0,0,57,0,374,0,533,0,0,0,459,0,1,701,653,94,0,0,0,0,0,0,0,7.076815597,2,0,0,5.247927513,0,0,5.857980995,0,8.550746785,0,9.060695932,0,0,0,8.845490051,0,1,9.45532722,9.353146825,6.569855608,0
S9-FBB0-1,S9,FBB0,1,S9_FBB0,0,0,3,0,0,114,178,1,0,2,25,0,0,1,0,1099,593,637,248,0,0,57,0,0,247,2644,3,2,0,0,2,0,0,6.845490051,7.483815777,1,0,1.584962501,4.700439718,0,0,1,0,10.10328781,9.214319121,9.317412614,7.960001932,0,0,5.857980995,0,0,7.95419631,11.36905201,2,1.584962501
S2-FBB0-1,S2,FBB0,1,S2_FBB0,0,7,1,0,0,355,118,3,0,0,3,0,0,86,0,0,0,2,0,0,105,335,2,0,3,10,722,0,0,3,1,0,0,8.475733431,6.894817763,2,0,0,2,0,0,6.442943496,0,0,0,1.584962501,0,0,6.727920455,8.392317423,1.584962501,0,2,3.459431619,9.497851837,0
S18-FBB0-1,S18,FBB0,1,S18_FBB0,0,0,1,0,0,2,175,0,0,311,469,0,0,4,0,2,0,1,335,1,0,450,0,0,2,60,2788,0,0,0,1,0,0,1.584962501,7.459431619,0,0,8.285402219,8.876516947,0,0,2.321928095,0,1.584962501,0,1,8.392317423,1,0,8.816983623,0,0,1.584962501,5.930737338,11.44553222,0
S19-FBB0-2,S19,FBB0,2,S19_FBB0,1,0,1,0,0,110,103,1,0,0,46,0,0,10,0,0,0,79,0,19,0,182,0,0,267,486,20,0,1,0,1,0,0,6.794415866,6.700439718,1,0,0,5.554588852,0,0,3.459431619,0,0,0,6.321928095,0,4.321928095,0,7.515699838,0,0,8.06608919,8.927777962,4.392317423,0
S12-FBB0-1,S12,FBB0,1,S12_FBB0,0,0,0,0,0,157,125,2,0,4,26,0,0,0,0,0,0,81,0,0,0,18,0,0,104,437,1,0,0,0,0,0,0,7.303780748,6.977279923,1.584962501,0,2.321928095,4.754887502,0,0,0,0,0,0,6.357552005,0,0,0,4.247927513,0,0,6.714245518,8.77478706,1,0
