Sample_Name,Microbiome,Seed_Type,Reps,Microbiome_Seed,Bif_adolescentis,Bif_breve,Bif_gallicum,Bif_catenulatum,Bif_bifidum,Bif_adolescentis_log2,Bif_breve_log2,Bif_gallicum_log2,Bif_catenulatum_log2,Bif_bifidum_log2
S20-FBB0-1,S20,FBB0,1,S20_FBB0,12,3,0,1,0,3.700439718,2,0,1,0
S20-FBB0-2,S20,FBB0,2,S20_FBB0,23,1,0,2,0,4.584962501,1,0,1.584962501,0
S20-HP301-1,S20,HP301,1,S20_HP301,18,0,0,0,0,4.247927513,0,0,0,0
S20-HP301-2,S20,HP301,2,S20_HP301,21,1,0,2,7,4.459431619,1,0,1.584962501,3
S20-LH60-2,S20,LH60,2,S20_LH60,26,5,0,3,0,4.754887502,2.584962501,0,2,0
S20-NC262-2,S20,NC262,2,S20_NC262,28,2,0,3,0,4.857980995,1.584962501,0,2,0
S20-NC262-1,S20,NC262,1,S20_NC262,32,1,0,2,0,5.044394119,1,0,1.584962501,0
S20-PHG35-2,S20,PHG35,2,S20_PHG35,20,3,0,8,1,4.392317423,2,0,3.169925001,1
S20-PHG39-2,S20,PHG39,2,S20_PHG39,45,1,0,3,0,5.523561956,1,0,2,0
S20-PHG39-1,S20,PHG39,1,S20_PHG39,45,3,0,0,1,5.523561956,2,0,0,1
S20-PHG47-2,S20,PHG47,2,S20_PHG47,24,2,0,3,0,4.64385619,1.584962501,0,2,0
S20-PHG47-1,S20,PHG47,1,S20_PHG47,23,6,0,2,2,4.584962501,2.807354922,0,1.584962501,1.584962501
S21-764-2,S21,764,2,S21_764,0,0,0,0,0,0,0,0,0,0
S21-764-1,S21,764,1,S21_764,0,0,0,0,1,0,0,0,0,1
S21-A554-2,S21,A554,2,S21_A554,0,4,0,0,1,0,2.321928095,0,0,1
S21-A554-1,S21,A554,1,S21_A554,0,0,0,0,1,0,0,0,0,1
S21-B57-2,S21,B57,2,S21_B57,0,1,0,0,0,0,1,0,0,0
S21-B57-1,S21,B57,1,S21_B57,0,2,0,0,0,0,1.584962501,0,0,0
S21-FBB0-2,S21,FBB0,2,S21_FBB0,0,0,0,0,2,0,0,0,0,1.584962501
S21-FBB0-1,S21,FBB0,1,S21_FBB0,0,1,0,0,0,0,1,0,0,0
S21-HP301-2,S21,HP301,2,S21_HP301,0,1,0,0,0,0,1,0,0,0
S21-HP301-1,S21,HP301,1,S21_HP301,0,0,0,0,4,0,0,0,0,2.321928095
S21-LH60-2,S21,LH60,2,S21_LH60,0,2,0,0,1,0,1.584962501,0,0,1
S21-LH60-1,S21,LH60,1,S21_LH60,0,0,0,0,2,0,0,0,0,1.584962501
S21-NC262-2,S21,NC262,2,S21_NC262,0,0,0,0,0,0,0,0,0,0
S21-NC262-1,S21,NC262,1,S21_NC262,0,0,0,1,1,0,0,0,1,1
S21-PHG35-2,S21,PHG35,2,S21_PHG35,0,0,0,0,0,0,0,0,0,0
S21-PHG35-1,S21,PHG35,1,S21_PHG35,0,0,0,0,5,0,0,0,0,2.584962501
S21-PHG39-2,S21,PHG39,2,S21_PHG39,0,0,0,0,1,0,0,0,0,1
S21-PHG39-1,S21,PHG39,1,S21_PHG39,0,1,0,0,0,0,1,0,0,0
S21-PHG47-2,S21,PHG47,2,S21_PHG47,0,0,0,0,3,0,0,0,0,2
S21-PHG47-1,S21,PHG47,1,S21_PHG47,0,1,0,0,0,0,1,0,0,0
S22-764-1,S22,764,1,S22_764,0,1,0,0,0,0,1,0,0,0
S22-764-2,S22,764,2,S22_764,0,2,0,0,0,0,1.584962501,0,0,0
S22-A554-1,S22,A554,1,S22_A554,0,1,0,0,0,0,1,0,0,0
S22-A554-2,S22,A554,2,S22_A554,0,0,0,0,0,0,0,0,0,0
S22-B57-1,S22,B57,1,S22_B57,0,2,0,0,0,0,1.584962501,0,0,0
S22-B57-2,S22,B57,2,S22_B57,0,0,0,0,0,0,0,0,0,0
S22-FBB0-1,S22,FBB0,1,S22_FBB0,0,0,0,1,0,0,0,0,1,0
S22-FBB0-2,S22,FBB0,2,S22_FBB0,0,3,0,0,0,0,2,0,0,0
S22-HP301-1,S22,HP301,1,S22_HP301,0,1,0,0,0,0,1,0,0,0
S22-HP301-2,S22,HP301,2,S22_HP301,0,0,0,0,0,0,0,0,0,0
S22-LH60-1,S22,LH60,1,S22_LH60,0,0,0,0,0,0,0,0,0,0
S22-LH60-2,S22,LH60,2,S22_LH60,0,0,0,0,0,0,0,0,0,0
S22-NC262-1,S22,NC262,1,S22_NC262,0,3,0,0,0,0,2,0,0,0
S22-NC262-2,S22,NC262,2,S22_NC262,0,2,0,0,0,0,1.584962501,0,0,0
S22-PHG35-1,S22,PHG35,1,S22_PHG35,0,0,0,0,0,0,0,0,0,0
S22-PHG35-2,S22,PHG35,2,S22_PHG35,0,0,0,0,0,0,0,0,0,0
S22-PHG39-1,S22,PHG39,1,S22_PHG39,0,1,0,0,0,0,1,0,0,0
S22-PHG39-2,S22,PHG39,2,S22_PHG39,0,0,0,0,0,0,0,0,0,0
S22-PHG47-1,S22,PHG47,1,S22_PHG47,0,3,0,0,0,0,2,0,0,0
S22-PHG47-2,S22,PHG47,2,S22_PHG47,0,2,0,0,0,0,1.584962501,0,0,0
S24-764-1,S24,764,1,S24_764,0,2,0,0,0,0,1.584962501,0,0,0
S24-764-2,S24,764,2,S24_764,0,0,0,1,0,0,0,0,1,0
S24-A554-1,S24,A554,1,S24_A554,0,2,0,1,0,0,1.584962501,0,1,0
S24-A554-2,S24,A554,2,S24_A554,1,0,0,0,0,1,0,0,0,0
S24-B57-1,S24,B57,1,S24_B57,0,0,0,0,0,0,0,0,0,0
S24-B57-2,S24,B57,2,S24_B57,0,3,0,0,0,0,2,0,0,0
S24-FBB0-1,S24,FBB0,1,S24_FBB0,0,7,0,1,1,0,3,0,1,1
S24-FBB0-2,S24,FBB0,2,S24_FBB0,1,1,0,1,1,1,1,0,1,1
S24-HP301-1,S24,HP301,1,S24_HP301,0,1,0,0,0,0,1,0,0,0
S24-HP301-2,S24,HP301,2,S24_HP301,0,0,0,0,0,0,0,0,0,0
S24-LH60-1,S24,LH60,1,S24_LH60,2,1,0,0,1,1.584962501,1,0,0,1
S24-LH60-2,S24,LH60,2,S24_LH60,0,0,0,0,0,0,0,0,0,0
S24-NC262-1,S24,NC262,1,S24_NC262,0,3,0,0,0,0,2,0,0,0
S24-NC262-2,S24,NC262,2,S24_NC262,0,2,0,0,0,0,1.584962501,0,0,0
S24-PHG35-1,S24,PHG35,1,S24_PHG35,1,3,0,0,0,1,2,0,0,0
S24-PHG35-2,S24,PHG35,2,S24_PHG35,2,3,0,0,0,1.584962501,2,0,0,0
S24-PHG39-1,S24,PHG39,1,S24_PHG39,0,2,0,0,4,0,1.584962501,0,0,2.321928095
S24-PHG39-2,S24,PHG39,2,S24_PHG39,0,2,0,0,0,0,1.584962501,0,0,0
S24-PHG47-1,S24,PHG47,1,S24_PHG47,1,2,0,0,1,1,1.584962501,0,0,1
S24-PHG47-2,S24,PHG47,2,S24_PHG47,0,8,0,0,0,0,3.169925001,0,0,0
S3-764-2,S3,764,2,S3_764,0,11,0,0,0,0,3.584962501,0,0,0
S3-764-1,S3,764,1,S3_764,0,10,0,0,0,0,3.459431619,0,0,0
S3-A554-2,S3,A554,2,S3_A554,0,3,0,0,0,0,2,0,0,0
S3-A554-1,S3,A554,1,S3_A554,0,0,0,0,0,0,0,0,0,0
S3-B57-2,S3,B57,2,S3_B57,0,1,0,0,0,0,1,0,0,0
S3-B57-1,S3,B57,1,S3_B57,0,0,0,0,0,0,0,0,0,0
S3-FBB0-2,S3,FBB0,2,S3_FBB0,0,3,0,0,0,0,2,0,0,0
S3-FBB0-1,S3,FBB0,1,S3_FBB0,0,1,0,0,0,0,1,0,0,0
S3-HP301-2,S3,HP301,2,S3_HP301,0,2,0,0,0,0,1.584962501,0,0,0
S3-HP301-1,S3,HP301,1,S3_HP301,0,1,0,1,0,0,1,0,1,0
S3-LH60-2,S3,LH60,2,S3_LH60,0,1,0,0,0,0,1,0,0,0
S3-LH60-1,S3,LH60,1,S3_LH60,0,3,0,0,0,0,2,0,0,0
S3-NC262-2,S3,NC262,2,S3_NC262,0,0,0,0,0,0,0,0,0,0
S3-NC262-1,S3,NC262,1,S3_NC262,0,0,0,0,0,0,0,0,0,0
S3-PHG35-2,S3,PHG35,2,S3_PHG35,0,0,0,0,0,0,0,0,0,0
S3-PHG35-1,S3,PHG35,1,S3_PHG35,0,0,0,0,0,0,0,0,0,0
S3-PHG39-2,S3,PHG39,2,S3_PHG39,0,0,0,0,0,0,0,0,0,0
S3-PHG39-1,S3,PHG39,1,S3_PHG39,0,2,0,0,0,0,1.584962501,0,0,0
S3-PHG47-2,S3,PHG47,2,S3_PHG47,0,2,0,0,0,0,1.584962501,0,0,0
S3-PHG47-1,S3,PHG47,1,S3_PHG47,0,1,0,0,0,0,1,0,0,0
S4-764-1,S4,764,1,S4_764,0,0,0,0,0,0,0,0,0,0
S4-764-2,S4,764,2,S4_764,0,0,0,0,0,0,0,0,0,0
S4-A554-1,S4,A554,1,S4_A554,0,0,0,1,0,0,0,0,1,0
S4-A554-2,S4,A554,2,S4_A554,0,0,0,0,0,0,0,0,0,0
S4-B57-1,S4,B57,1,S4_B57,0,0,0,0,0,0,0,0,0,0
S4-B57-2,S4,B57,2,S4_B57,0,0,0,0,0,0,0,0,0,0
S4-FBB0-1,S4,FBB0,1,S4_FBB0,0,0,0,0,0,0,0,0,0,0
S4-FBB0-2,S4,FBB0,2,S4_FBB0,0,0,0,0,0,0,0,0,0,0
S4-HP301-1,S4,HP301,1,S4_HP301,0,0,0,0,0,0,0,0,0,0
S4-HP301-2,S4,HP301,2,S4_HP301,0,0,0,0,0,0,0,0,0,0
S4-LH60-1,S4,LH60,1,S4_LH60,0,0,0,0,0,0,0,0,0,0
S4-LH60-2,S4,LH60,2,S4_LH60,0,0,0,0,0,0,0,0,0,0
S4-NC262-1,S4,NC262,1,S4_NC262,0,0,0,0,0,0,0,0,0,0
S4-NC262-2,S4,NC262,2,S4_NC262,0,0,0,0,0,0,0,0,0,0
S4-PHG35-1,S4,PHG35,1,S4_PHG35,0,0,0,0,0,0,0,0,0,0
S4-PHG35-2,S4,PHG35,2,S4_PHG35,0,0,0,0,0,0,0,0,0,0
S4-PHG39-1,S4,PHG39,1,S4_PHG39,0,0,0,0,0,0,0,0,0,0
S4-PHG39-2,S4,PHG39,2,S4_PHG39,0,0,0,0,0,0,0,0,0,0
S4-PHG47-1,S4,PHG47,1,S4_PHG47,0,0,0,0,0,0,0,0,0,0
S4-PHG47-2,S4,PHG47,2,S4_PHG47,1,0,0,0,0,1,0,0,0,0
S5-764-2,S5,764,2,S5_764,3,0,0,0,0,2,0,0,0,0
S5-764-1,S5,764,1,S5_764,4,0,0,0,0,2.321928095,0,0,0,0
S5-A554-2,S5,A554,2,S5_A554,1,0,0,0,0,1,0,0,0,0
S5-A554-1,S5,A554,1,S5_A554,4,0,0,0,0,2.321928095,0,0,0,0
S5-B57-2,S5,B57,2,S5_B57,0,0,0,0,0,0,0,0,0,0
S5-B57-1,S5,B57,1,S5_B57,3,0,0,0,0,2,0,0,0,0
S5-FBB0-2,S5,FBB0,2,S5_FBB0,1,0,0,0,0,1,0,0,0,0
S5-FBB0-1,S5,FBB0,1,S5_FBB0,0,0,0,0,0,0,0,0,0,0
S5-HP301-2,S5,HP301,2,S5_HP301,1,0,0,0,0,1,0,0,0,0
S5-HP301-1,S5,HP301,1,S5_HP301,0,0,0,0,0,0,0,0,0,0
S5-LH60-2,S5,LH60,2,S5_LH60,1,0,0,0,0,1,0,0,0,0
S5-LH60-1,S5,LH60,1,S5_LH60,4,0,0,0,0,2.321928095,0,0,0,0
S5-NC262-2,S5,NC262,2,S5_NC262,2,0,0,0,0,1.584962501,0,0,0,0
S5-NC262-1,S5,NC262,1,S5_NC262,3,0,0,0,0,2,0,0,0,0
S5-PHG35-2,S5,PHG35,2,S5_PHG35,2,0,0,1,0,1.584962501,0,0,1,0
S5-PHG35-1,S5,PHG35,1,S5_PHG35,2,0,0,0,0,1.584962501,0,0,0,0
S5-PHG39-2,S5,PHG39,2,S5_PHG39,3,0,0,0,0,2,0,0,0,0
S5-PHG39-1,S5,PHG39,1,S5_PHG39,6,0,0,0,0,2.807354922,0,0,0,0
S5-PHG47-2,S5,PHG47,2,S5_PHG47,5,0,0,0,0,2.584962501,0,0,0,0
S5-PHG47-1,S5,PHG47,1,S5_PHG47,3,0,0,2,0,2,0,0,1.584962501,0
S6-764-2,S6,764,2,S6_764,0,0,0,0,0,0,0,0,0,0
S6-764-1,S6,764,1,S6_764,0,5,0,0,0,0,2.584962501,0,0,0
S6-A554-2,S6,A554,2,S6_A554,0,2,0,1,0,0,1.584962501,0,1,0
S6-A554-1,S6,A554,1,S6_A554,0,8,0,0,0,0,3.169925001,0,0,0
S6-B57-2,S6,B57,2,S6_B57,0,0,0,0,0,0,0,0,0,0
S6-B57-1,S6,B57,1,S6_B57,1,1,0,0,0,1,1,0,0,0
S6-FBB0-2,S6,FBB0,2,S6_FBB0,0,7,0,0,0,0,3,0,0,0
S6-FBB0-1,S6,FBB0,1,S6_FBB0,0,3,0,1,0,0,2,0,1,0
S6-HP301-2,S6,HP301,2,S6_HP301,0,1,0,0,0,0,1,0,0,0
S6-HP301-1,S6,HP301,1,S6_HP301,1,63,0,0,0,1,6,0,0,0
S6-LH60-2,S6,LH60,2,S6_LH60,0,3,0,0,0,0,2,0,0,0
S6-LH60-1,S6,LH60,1,S6_LH60,0,3,0,0,0,0,2,0,0,0
S6-NC262-2,S6,NC262,2,S6_NC262,0,3,0,0,0,0,2,0,0,0
S6-NC262-1,S6,NC262,1,S6_NC262,0,7,0,0,0,0,3,0,0,0
S6-PHG35-2,S6,PHG35,2,S6_PHG35,0,1,0,0,0,0,1,0,0,0
S6-PHG35-1,S6,PHG35,1,S6_PHG35,0,3,0,0,0,0,2,0,0,0
S6-PHG39-2,S6,PHG39,2,S6_PHG39,0,1,0,0,0,0,1,0,0,0
S6-PHG39-1,S6,PHG39,1,S6_PHG39,0,3,0,0,0,0,2,0,0,0
S6-PHG47-2,S6,PHG47,2,S6_PHG47,0,5,0,0,0,0,2.584962501,0,0,0
S6-PHG47-1,S6,PHG47,1,S6_PHG47,0,16,0,0,0,0,4.087462841,0,0,0
S7-764-1,S7,764,1,S7_764,1,0,0,0,0,1,0,0,0,0
S7-764-2,S7,764,2,S7_764,1,0,0,0,0,1,0,0,0,0
S7-A554-1,S7,A554,1,S7_A554,0,0,0,0,0,0,0,0,0,0
S7-A554-2,S7,A554,2,S7_A554,3,0,0,0,0,2,0,0,0,0
S7-B57-1,S7,B57,1,S7_B57,2,1,0,1,0,1.584962501,1,0,1,0
S7-B57-2,S7,B57,2,S7_B57,1,0,0,0,0,1,0,0,0,0
S7-FBB0-1,S7,FBB0,1,S7_FBB0,2,0,0,0,0,1.584962501,0,0,0,0
S7-FBB0-2,S7,FBB0,2,S7_FBB0,9,0,0,0,0,3.321928095,0,0,0,0
S7-HP301-1,S7,HP301,1,S7_HP301,1,0,0,1,0,1,0,0,1,0
S7-HP301-2,S7,HP301,2,S7_HP301,4,1,0,0,0,2.321928095,1,0,0,0
S7-LH60-1,S7,LH60,1,S7_LH60,0,0,0,0,0,0,0,0,0,0
S7-LH60-2,S7,LH60,2,S7_LH60,2,0,0,0,0,1.584962501,0,0,0,0
S7-NC262-1,S7,NC262,1,S7_NC262,3,0,0,0,0,2,0,0,0,0
S7-NC262-2,S7,NC262,2,S7_NC262,3,0,0,0,0,2,0,0,0,0
S7-PHG35-1,S7,PHG35,1,S7_PHG35,2,1,0,0,0,1.584962501,1,0,0,0
S7-PHG35-2,S7,PHG35,2,S7_PHG35,1,0,0,0,0,1,0,0,0,0
S7-PHG39-1,S7,PHG39,1,S7_PHG39,0,0,0,0,0,0,0,0,0,0
S7-PHG39-2,S7,PHG39,2,S7_PHG39,1,0,0,0,0,1,0,0,0,0
S7-PHG47-1,S7,PHG47,1,S7_PHG47,2,1,0,0,0,1.584962501,1,0,0,0
S7-PHG47-2,S7,PHG47,2,S7_PHG47,1,0,0,0,0,1,0,0,0,0
S9-764-1,S9,764,1,S9_764,0,5,0,16,0,0,2.584962501,0,4.087462841,0
S9-764-2,S9,764,2,S9_764,0,17,0,42,0,0,4.169925001,0,5.426264755,0
S9-A554-1,S9,A554,1,S9_A554,0,9,0,26,0,0,3.321928095,0,4.754887502,0
S9-A554-2,S9,A554,2,S9_A554,0,8,0,21,0,0,3.169925001,0,4.459431619,0
S9-B57-1,S9,B57,1,S9_B57,0,4,0,22,0,0,2.321928095,0,4.523561956,0
S9-B57-2,S9,B57,2,S9_B57,0,8,0,25,0,0,3.169925001,0,4.700439718,0
S9-FBB0-1,S9,FBB0,1,S9_FBB0,0,59,0,124,0,0,5.906890596,0,6.965784285,0
S9-FBB0-2,S9,FBB0,2,S9_FBB0,0,74,0,125,0,0,6.22881869,0,6.977279923,0
S9-HP301-1,S9,HP301,1,S9_HP301,1,10,0,35,0,1,3.459431619,0,5.169925001,0
S9-HP301-2,S9,HP301,2,S9_HP301,0,6,0,28,0,0,2.807354922,0,4.857980995,0
S9-LH60-1,S9,LH60,1,S9_LH60,0,11,0,17,0,0,3.584962501,0,4.169925001,0
S9-LH60-2,S9,LH60,2,S9_LH60,0,9,0,31,0,0,3.321928095,0,5,0
S9-NC262-1,S9,NC262,1,S9_NC262,0,17,0,37,0,0,4.169925001,0,5.247927513,0
S9-NC262-2,S9,NC262,2,S9_NC262,0,11,0,34,0,0,3.584962501,0,5.129283017,0
S9-PHG35-1,S9,PHG35,1,S9_PHG35,0,5,0,23,0,0,2.584962501,0,4.584962501,0
S9-PHG35-2,S9,PHG35,2,S9_PHG35,1,8,0,29,0,1,3.169925001,0,4.906890596,0
S9-PHG39-1,S9,PHG39,1,S9_PHG39,0,7,0,20,0,0,3,0,4.392317423,0
S9-PHG39-2,S9,PHG39,2,S9_PHG39,0,11,0,34,0,0,3.584962501,0,5.129283017,0
S9-PHG47-1,S9,PHG47,1,S9_PHG47,0,6,0,28,0,0,2.807354922,0,4.857980995,0
S9-PHG47-2,S9,PHG47,2,S9_PHG47,0,10,0,33,0,0,3.459431619,0,5.087462841,0