Sample_Name,Microbiome,Sample,Rep,fq1,fq2
S3-LH60-2,S3,LH60,2,S3-LH60-2_L001_R1_001.fastq.gz,S3-LH60-2_L001_R2_001.fastq.gz
S15-LH60-2,S15,LH60,2,S15-LH60-2_L001_R1_001.fastq.gz,S15-LH60-2_L001_R2_001.fastq.gz
S9-LH60-1,S9,LH60,1,S9-LH60-1_L001_R1_001.fastq.gz,S9-LH60-1_L001_R2_001.fastq.gz
S2-LH60-1,S2,LH60,1,S2-LH60-1_L001_R1_001.fastq.gz,S2-LH60-1_L001_R2_001.fastq.gz
S18-LH60-1,S18,LH60,1,S18-LH60-1_L001_R1_001.fastq.gz,S18-LH60-1_L001_R2_001.fastq.gz
S19-LH60-2,S19,LH60,2,S19-LH60-2_L001_R1_001.fastq.gz,S19-LH60-2_L001_R2_001.fastq.gz
S12-LH60-1,S12,LH60,1,S12-LH60-1_L001_R1_001.fastq.gz,S12-LH60-1_L001_R2_001.fastq.gz
S22-LH60-1,S22,LH60,1,S22-LH60-1_L001_R1_001.fastq.gz,S22-LH60-1_L001_R2_001.fastq.gz
S24-LH60-1,S24,LH60,1,S24-LH60-1_L001_R1_001.fastq.gz,S24-LH60-1_L001_R2_001.fastq.gz
S16-LH60-2,S16,LH60,2,S16-LH60-2_L001_R1_001.fastq.gz,S16-LH60-2_L001_R2_001.fastq.gz
S14-LH60-1,S14,LH60,1,S14-LH60-1_L001_R1_001.fastq.gz,S14-LH60-1_L001_R2_001.fastq.gz
S7-LH60-1,S7,LH60,1,S7-LH60-1_L001_R1_001.fastq.gz,S7-LH60-1_L001_R2_001.fastq.gz
S4-LH60-1,S4,LH60,1,S4-LH60-1_L001_R1_001.fastq.gz,S4-LH60-1_L001_R2_001.fastq.gz
S9-LH60-2,S9,LH60,2,S9-LH60-2_L001_R1_001.fastq.gz,S9-LH60-2_L001_R2_001.fastq.gz
S3-LH60-1,S3,LH60,1,S3-LH60-1_L001_R1_001.fastq.gz,S3-LH60-1_L001_R2_001.fastq.gz
S5-LH60-2,S5,LH60,2,S5-LH60-2_L001_R1_001.fastq.gz,S5-LH60-2_L001_R2_001.fastq.gz
S21-LH60-2,S21,LH60,2,S21-LH60-2_L001_R1_001.fastq.gz,S21-LH60-2_L001_R2_001.fastq.gz
S22-LH60-2,S22,LH60,2,S22-LH60-2_L001_R1_001.fastq.gz,S22-LH60-2_L001_R2_001.fastq.gz
S4-LH60-2,S4,LH60,2,S4-LH60-2_L001_R1_001.fastq.gz,S4-LH60-2_L001_R2_001.fastq.gz
S14-LH60-2,S14,LH60,2,S14-LH60-2_L001_R1_001.fastq.gz,S14-LH60-2_L001_R2_001.fastq.gz
S20-LH60-2,S20,LH60,2,S20-LH60-2_L001_R1_001.fastq.gz,S20-LH60-2_L001_R2_001.fastq.gz
S17-LH60-1,S17,LH60,1,S17-LH60-1_L001_R1_001.fastq.gz,S17-LH60-1_L001_R2_001.fastq.gz
S24-LH60-2,S24,LH60,2,S24-LH60-2_L001_R1_001.fastq.gz,S24-LH60-2_L001_R2_001.fastq.gz
S18-LH60-2,S18,LH60,2,S18-LH60-2_L001_R1_001.fastq.gz,S18-LH60-2_L001_R2_001.fastq.gz
S1-LH60-1,S1,LH60,1,S1-LH60-1_L001_R1_001.fastq.gz,S1-LH60-1_L001_R2_001.fastq.gz
S5-LH60-1,S5,LH60,1,S5-LH60-1_L001_R1_001.fastq.gz,S5-LH60-1_L001_R2_001.fastq.gz
S1-LH60-2,S1,LH60,2,S1-LH60-2_L001_R1_001.fastq.gz,S1-LH60-2_L001_R2_001.fastq.gz
S19-LH60-1,S19,LH60,1,S19-LH60-1_L001_R1_001.fastq.gz,S19-LH60-1_L001_R2_001.fastq.gz
S16-LH60-1,S16,LH60,1,S16-LH60-1_L001_R1_001.fastq.gz,S16-LH60-1_L001_R2_001.fastq.gz
S6-LH60-1,S6,LH60,1,S6-LH60-1_L001_R1_001.fastq.gz,S6-LH60-1_L001_R2_001.fastq.gz
S2-LH60-2,S2,LH60,2,S2-LH60-2_L001_R1_001.fastq.gz,S2-LH60-2_L001_R2_001.fastq.gz
S21-LH60-1,S21,LH60,1,S21-LH60-1_L001_R1_001.fastq.gz,S21-LH60-1_L001_R2_001.fastq.gz
S17-LH60-2,S17,LH60,2,S17-LH60-2_L001_R1_001.fastq.gz,S17-LH60-2_L001_R2_001.fastq.gz
S7-LH60-2,S7,LH60,2,S7-LH60-2_L001_R1_001.fastq.gz,S7-LH60-2_L001_R2_001.fastq.gz
S12-NC262-2,S12,NC262,2,S12-NC262-2_L001_R1_001.fastq.gz,S12-NC262-2_L001_R2_001.fastq.gz
S3-NC262-2,S3,NC262,2,S3-NC262-2_L001_R1_001.fastq.gz,S3-NC262-2_L001_R2_001.fastq.gz
S15-NC262-2,S15,NC262,2,S15-NC262-2_L001_R1_001.fastq.gz,S15-NC262-2_L001_R2_001.fastq.gz
S9-NC262-1,S9,NC262,1,S9-NC262-1_L001_R1_001.fastq.gz,S9-NC262-1_L001_R2_001.fastq.gz
S2-NC262-1,S2,NC262,1,S2-NC262-1_L001_R1_001.fastq.gz,S2-NC262-1_L001_R2_001.fastq.gz
S6-NC262-2,S6,NC262,2,S6-NC262-2_L001_R1_001.fastq.gz,S6-NC262-2_L001_R2_001.fastq.gz
S18-NC262-1,S18,NC262,1,S18-NC262-1_L001_R1_001.fastq.gz,S18-NC262-1_L001_R2_001.fastq.gz
S19-NC262-2,S19,NC262,2,S19-NC262-2_L001_R1_001.fastq.gz,S19-NC262-2_L001_R2_001.fastq.gz
S12-NC262-1,S12,NC262,1,S12-NC262-1_L001_R1_001.fastq.gz,S12-NC262-1_L001_R2_001.fastq.gz
S22-NC262-1,S22,NC262,1,S22-NC262-1_L001_R1_001.fastq.gz,S22-NC262-1_L001_R2_001.fastq.gz
S24-NC262-1,S24,NC262,1,S24-NC262-1_L001_R1_001.fastq.gz,S24-NC262-1_L001_R2_001.fastq.gz
S16-NC262-2,S16,NC262,2,S16-NC262-2_L001_R1_001.fastq.gz,S16-NC262-2_L001_R2_001.fastq.gz
S14-NC262-1,S14,NC262,1,S14-NC262-1_L001_R1_001.fastq.gz,S14-NC262-1_L001_R2_001.fastq.gz
S7-NC262-1,S7,NC262,1,S7-NC262-1_L001_R1_001.fastq.gz,S7-NC262-1_L001_R2_001.fastq.gz
S4-NC262-1,S4,NC262,1,S4-NC262-1_L001_R1_001.fastq.gz,S4-NC262-1_L001_R2_001.fastq.gz
S9-NC262-2,S9,NC262,2,S9-NC262-2_L001_R1_001.fastq.gz,S9-NC262-2_L001_R2_001.fastq.gz
S3-NC262-1,S3,NC262,1,S3-NC262-1_L001_R1_001.fastq.gz,S3-NC262-1_L001_R2_001.fastq.gz
S5-NC262-2,S5,NC262,2,S5-NC262-2_L001_R1_001.fastq.gz,S5-NC262-2_L001_R2_001.fastq.gz
S15-NC262-1,S15,NC262,1,S15-NC262-1_L001_R1_001.fastq.gz,S15-NC262-1_L001_R2_001.fastq.gz
S21-NC262-2,S21,NC262,2,S21-NC262-2_L001_R1_001.fastq.gz,S21-NC262-2_L001_R2_001.fastq.gz
S22-NC262-2,S22,NC262,2,S22-NC262-2_L001_R1_001.fastq.gz,S22-NC262-2_L001_R2_001.fastq.gz
S17-NC262-1,S17,NC262,1,S17-NC262-1_L001_R1_001.fastq.gz,S17-NC262-1_L001_R2_001.fastq.gz
S4-NC262-2,S4,NC262,2,S4-NC262-2_L001_R1_001.fastq.gz,S4-NC262-2_L001_R2_001.fastq.gz
S14-NC262-2,S14,NC262,2,S14-NC262-2_L001_R1_001.fastq.gz,S14-NC262-2_L001_R2_001.fastq.gz
S20-NC262-2,S20,NC262,2,S20-NC262-2_L001_R1_001.fastq.gz,S20-NC262-2_L001_R2_001.fastq.gz
S24-NC262-2,S24,NC262,2,S24-NC262-2_L001_R1_001.fastq.gz,S24-NC262-2_L001_R2_001.fastq.gz
S18-NC262-2,S18,NC262,2,S18-NC262-2_L001_R1_001.fastq.gz,S18-NC262-2_L001_R2_001.fastq.gz
S20-NC262-1,S20,NC262,1,S20-NC262-1_L001_R1_001.fastq.gz,S20-NC262-1_L001_R2_001.fastq.gz
S1-NC262-1,S1,NC262,1,S1-NC262-1_L001_R1_001.fastq.gz,S1-NC262-1_L001_R2_001.fastq.gz
S5-NC262-1,S5,NC262,1,S5-NC262-1_L001_R1_001.fastq.gz,S5-NC262-1_L001_R2_001.fastq.gz
S19-NC262-1,S19,NC262,1,S19-NC262-1_L001_R1_001.fastq.gz,S19-NC262-1_L001_R2_001.fastq.gz
S16-NC262-1,S16,NC262,1,S16-NC262-1_L001_R1_001.fastq.gz,S16-NC262-1_L001_R2_001.fastq.gz
S6-NC262-1,S6,NC262,1,S6-NC262-1_L001_R1_001.fastq.gz,S6-NC262-1_L001_R2_001.fastq.gz
S2-NC262-2,S2,NC262,2,S2-NC262-2_L001_R1_001.fastq.gz,S2-NC262-2_L001_R2_001.fastq.gz
S1-NC262-2,S1,NC262,2,S1-NC262-2_L001_R1_001.fastq.gz,S1-NC262-2_L001_R2_001.fastq.gz
S21-NC262-1,S21,NC262,1,S21-NC262-1_L001_R1_001.fastq.gz,S21-NC262-1_L001_R2_001.fastq.gz
S17-NC262-2,S17,NC262,2,S17-NC262-2_L001_R1_001.fastq.gz,S17-NC262-2_L001_R2_001.fastq.gz
S7-NC262-2,S7,NC262,2,S7-NC262-2_L001_R1_001.fastq.gz,S7-NC262-2_L001_R2_001.fastq.gz
S12-PHG35-2,S12,PHG35,2,S12-PHG35-2_L001_R1_001.fastq.gz,S12-PHG35-2_L001_R2_001.fastq.gz
S3-PHG35-2,S3,PHG35,2,S3-PHG35-2_L001_R1_001.fastq.gz,S3-PHG35-2_L001_R2_001.fastq.gz
S15-PHG35-2,S15,PHG35,2,S15-PHG35-2_L001_R1_001.fastq.gz,S15-PHG35-2_L001_R2_001.fastq.gz
S6-PHG35-2,S6,PHG35,2,S6-PHG35-2_L001_R1_001.fastq.gz,S6-PHG35-2_L001_R2_001.fastq.gz
S9-PHG35-1,S9,PHG35,1,S9-PHG35-1_L001_R1_001.fastq.gz,S9-PHG35-1_L001_R2_001.fastq.gz
S2-PHG35-1,S2,PHG35,1,S2-PHG35-1_L001_R1_001.fastq.gz,S2-PHG35-1_L001_R2_001.fastq.gz
S18-PHG35-1,S18,PHG35,1,S18-PHG35-1_L001_R1_001.fastq.gz,S18-PHG35-1_L001_R2_001.fastq.gz
S19-PHG35-2,S19,PHG35,2,S19-PHG35-2_L001_R1_001.fastq.gz,S19-PHG35-2_L001_R2_001.fastq.gz
S12-PHG35-1,S12,PHG35,1,S12-PHG35-1_L001_R1_001.fastq.gz,S12-PHG35-1_L001_R2_001.fastq.gz
S22-PHG35-1,S22,PHG35,1,S22-PHG35-1_L001_R1_001.fastq.gz,S22-PHG35-1_L001_R2_001.fastq.gz
S24-PHG35-1,S24,PHG35,1,S24-PHG35-1_L001_R1_001.fastq.gz,S24-PHG35-1_L001_R2_001.fastq.gz
S14-PHG35-1,S14,PHG35,1,S14-PHG35-1_L001_R1_001.fastq.gz,S14-PHG35-1_L001_R2_001.fastq.gz
S7-PHG35-1,S7,PHG35,1,S7-PHG35-1_L001_R1_001.fastq.gz,S7-PHG35-1_L001_R2_001.fastq.gz
S16-PHG35-2,S16,PHG35,2,S16-PHG35-2_L001_R1_001.fastq.gz,S16-PHG35-2_L001_R2_001.fastq.gz
S4-PHG35-1,S4,PHG35,1,S4-PHG35-1_L001_R1_001.fastq.gz,S4-PHG35-1_L001_R2_001.fastq.gz
S9-PHG35-2,S9,PHG35,2,S9-PHG35-2_L001_R1_001.fastq.gz,S9-PHG35-2_L001_R2_001.fastq.gz
S3-PHG35-1,S3,PHG35,1,S3-PHG35-1_L001_R1_001.fastq.gz,S3-PHG35-1_L001_R2_001.fastq.gz
S5-PHG35-2,S5,PHG35,2,S5-PHG35-2_L001_R1_001.fastq.gz,S5-PHG35-2_L001_R2_001.fastq.gz
S21-PHG35-2,S21,PHG35,2,S21-PHG35-2_L001_R1_001.fastq.gz,S21-PHG35-2_L001_R2_001.fastq.gz
S17-PHG35-1,S17,PHG35,1,S17-PHG35-1_L001_R1_001.fastq.gz,S17-PHG35-1_L001_R2_001.fastq.gz
S22-PHG35-2,S22,PHG35,2,S22-PHG35-2_L001_R1_001.fastq.gz,S22-PHG35-2_L001_R2_001.fastq.gz
S4-PHG35-2,S4,PHG35,2,S4-PHG35-2_L001_R1_001.fastq.gz,S4-PHG35-2_L001_R2_001.fastq.gz
S14-PHG35-2,S14,PHG35,2,S14-PHG35-2_L001_R1_001.fastq.gz,S14-PHG35-2_L001_R2_001.fastq.gz
S20-PHG35-2,S20,PHG35,2,S20-PHG35-2_L001_R1_001.fastq.gz,S20-PHG35-2_L001_R2_001.fastq.gz
S24-PHG35-2,S24,PHG35,2,S24-PHG35-2_L001_R1_001.fastq.gz,S24-PHG35-2_L001_R2_001.fastq.gz
S18-PHG35-2,S18,PHG35,2,S18-PHG35-2_L001_R1_001.fastq.gz,S18-PHG35-2_L001_R2_001.fastq.gz
S1-PHG35-1,S1,PHG35,1,S1-PHG35-1_L001_R1_001.fastq.gz,S1-PHG35-1_L001_R2_001.fastq.gz
S5-PHG35-1,S5,PHG35,1,S5-PHG35-1_L001_R1_001.fastq.gz,S5-PHG35-1_L001_R2_001.fastq.gz
S19-PHG35-1,S19,PHG35,1,S19-PHG35-1_L001_R1_001.fastq.gz,S19-PHG35-1_L001_R2_001.fastq.gz
S1-PHG35-2,S1,PHG35,2,S1-PHG35-2_L001_R1_001.fastq.gz,S1-PHG35-2_L001_R2_001.fastq.gz
S16-PHG35-1,S16,PHG35,1,S16-PHG35-1_L001_R1_001.fastq.gz,S16-PHG35-1_L001_R2_001.fastq.gz
S6-PHG35-1,S6,PHG35,1,S6-PHG35-1_L001_R1_001.fastq.gz,S6-PHG35-1_L001_R2_001.fastq.gz
S2-PHG35-2,S2,PHG35,2,S2-PHG35-2_L001_R1_001.fastq.gz,S2-PHG35-2_L001_R2_001.fastq.gz
S21-PHG35-1,S21,PHG35,1,S21-PHG35-1_L001_R1_001.fastq.gz,S21-PHG35-1_L001_R2_001.fastq.gz
S17-PHG35-2,S17,PHG35,2,S17-PHG35-2_L001_R1_001.fastq.gz,S17-PHG35-2_L001_R2_001.fastq.gz
S7-PHG35-2,S7,PHG35,2,S7-PHG35-2_L001_R1_001.fastq.gz,S7-PHG35-2_L001_R2_001.fastq.gz
S12-PHG39-2,S12,PHG39,2,S12-PHG39-2_L001_R1_001.fastq.gz,S12-PHG39-2_L001_R2_001.fastq.gz
S3-PHG39-2,S3,PHG39,2,S3-PHG39-2_L001_R1_001.fastq.gz,S3-PHG39-2_L001_R2_001.fastq.gz
S15-PHG39-2,S15,PHG39,2,S15-PHG39-2_L001_R1_001.fastq.gz,S15-PHG39-2_L001_R2_001.fastq.gz
S9-PHG39-1,S9,PHG39,1,S9-PHG39-1_L001_R1_001.fastq.gz,S9-PHG39-1_L001_R2_001.fastq.gz
S6-PHG39-2,S6,PHG39,2,S6-PHG39-2_L001_R1_001.fastq.gz,S6-PHG39-2_L001_R2_001.fastq.gz
S2-PHG39-1,S2,PHG39,1,S2-PHG39-1_L001_R1_001.fastq.gz,S2-PHG39-1_L001_R2_001.fastq.gz
S18-PHG39-1,S18,PHG39,1,S18-PHG39-1_L001_R1_001.fastq.gz,S18-PHG39-1_L001_R2_001.fastq.gz
S19-PHG39-2,S19,PHG39,2,S19-PHG39-2_L001_R1_001.fastq.gz,S19-PHG39-2_L001_R2_001.fastq.gz
S12-PHG39-1,S12,PHG39,1,S12-PHG39-1_L001_R1_001.fastq.gz,S12-PHG39-1_L001_R2_001.fastq.gz
S22-PHG39-1,S22,PHG39,1,S22-PHG39-1_L001_R1_001.fastq.gz,S22-PHG39-1_L001_R2_001.fastq.gz
S16-PHG39-2,S16,PHG39,2,S16-PHG39-2_L001_R1_001.fastq.gz,S16-PHG39-2_L001_R2_001.fastq.gz
S24-PHG39-1,S24,PHG39,1,S24-PHG39-1_L001_R1_001.fastq.gz,S24-PHG39-1_L001_R2_001.fastq.gz
S14-PHG39-1,S14,PHG39,1,S14-PHG39-1_L001_R1_001.fastq.gz,S14-PHG39-1_L001_R2_001.fastq.gz
S7-PHG39-1,S7,PHG39,1,S7-PHG39-1_L001_R1_001.fastq.gz,S7-PHG39-1_L001_R2_001.fastq.gz
S4-PHG39-1,S4,PHG39,1,S4-PHG39-1_L001_R1_001.fastq.gz,S4-PHG39-1_L001_R2_001.fastq.gz
S9-PHG39-2,S9,PHG39,2,S9-PHG39-2_L001_R1_001.fastq.gz,S9-PHG39-2_L001_R2_001.fastq.gz
S3-PHG39-1,S3,PHG39,1,S3-PHG39-1_L001_R1_001.fastq.gz,S3-PHG39-1_L001_R2_001.fastq.gz
S5-PHG39-2,S5,PHG39,2,S5-PHG39-2_L001_R1_001.fastq.gz,S5-PHG39-2_L001_R2_001.fastq.gz
S21-PHG39-2,S21,PHG39,2,S21-PHG39-2_L001_R1_001.fastq.gz,S21-PHG39-2_L001_R2_001.fastq.gz
S17-PHG39-1,S17,PHG39,1,S17-PHG39-1_L001_R1_001.fastq.gz,S17-PHG39-1_L001_R2_001.fastq.gz
S22-PHG39-2,S22,PHG39,2,S22-PHG39-2_L001_R1_001.fastq.gz,S22-PHG39-2_L001_R2_001.fastq.gz
S4-PHG39-2,S4,PHG39,2,S4-PHG39-2_L001_R1_001.fastq.gz,S4-PHG39-2_L001_R2_001.fastq.gz
S14-PHG39-2,S14,PHG39,2,S14-PHG39-2_L001_R1_001.fastq.gz,S14-PHG39-2_L001_R2_001.fastq.gz
S20-PHG39-2,S20,PHG39,2,S20-PHG39-2_L001_R1_001.fastq.gz,S20-PHG39-2_L001_R2_001.fastq.gz
S24-PHG39-2,S24,PHG39,2,S24-PHG39-2_L001_R1_001.fastq.gz,S24-PHG39-2_L001_R2_001.fastq.gz
S18-PHG39-2,S18,PHG39,2,S18-PHG39-2_L001_R1_001.fastq.gz,S18-PHG39-2_L001_R2_001.fastq.gz
S20-PHG39-1,S20,PHG39,1,S20-PHG39-1_L001_R1_001.fastq.gz,S20-PHG39-1_L001_R2_001.fastq.gz
S1-PHG39-1,S1,PHG39,1,S1-PHG39-1_L001_R1_001.fastq.gz,S1-PHG39-1_L001_R2_001.fastq.gz
S5-PHG39-1,S5,PHG39,1,S5-PHG39-1_L001_R1_001.fastq.gz,S5-PHG39-1_L001_R2_001.fastq.gz
S19-PHG39-1,S19,PHG39,1,S19-PHG39-1_L001_R1_001.fastq.gz,S19-PHG39-1_L001_R2_001.fastq.gz
S1-PHG39-2,S1,PHG39,2,S1-PHG39-2_L001_R1_001.fastq.gz,S1-PHG39-2_L001_R2_001.fastq.gz
S16-PHG39-1,S16,PHG39,1,S16-PHG39-1_L001_R1_001.fastq.gz,S16-PHG39-1_L001_R2_001.fastq.gz
S6-PHG39-1,S6,PHG39,1,S6-PHG39-1_L001_R1_001.fastq.gz,S6-PHG39-1_L001_R2_001.fastq.gz
S2-PHG39-2,S2,PHG39,2,S2-PHG39-2_L001_R1_001.fastq.gz,S2-PHG39-2_L001_R2_001.fastq.gz
S21-PHG39-1,S21,PHG39,1,S21-PHG39-1_L001_R1_001.fastq.gz,S21-PHG39-1_L001_R2_001.fastq.gz
S17-PHG39-2,S17,PHG39,2,S17-PHG39-2_L001_R1_001.fastq.gz,S17-PHG39-2_L001_R2_001.fastq.gz
S15-PHG39-1,S15,PHG39,1,S15-PHG39-1_L001_R1_001.fastq.gz,S15-PHG39-1_L001_R2_001.fastq.gz
S7-PHG39-2,S7,PHG39,2,S7-PHG39-2_L001_R1_001.fastq.gz,S7-PHG39-2_L001_R2_001.fastq.gz
S12-PHG47-2,S12,PHG47,2,S12-PHG47-2_L001_R1_001.fastq.gz,S12-PHG47-2_L001_R2_001.fastq.gz
S3-PHG47-2,S3,PHG47,2,S3-PHG47-2_L001_R1_001.fastq.gz,S3-PHG47-2_L001_R2_001.fastq.gz
S15-PHG47-2,S15,PHG47,2,S15-PHG47-2_L001_R1_001.fastq.gz,S15-PHG47-2_L001_R2_001.fastq.gz
S9-PHG47-1,S9,PHG47,1,S9-PHG47-1_L001_R1_001.fastq.gz,S9-PHG47-1_L001_R2_001.fastq.gz
S2-PHG47-1,S2,PHG47,1,S2-PHG47-1_L001_R1_001.fastq.gz,S2-PHG47-1_L001_R2_001.fastq.gz
S6-PHG47-2,S6,PHG47,2,S6-PHG47-2_L001_R1_001.fastq.gz,S6-PHG47-2_L001_R2_001.fastq.gz
S18-PHG47-1,S18,PHG47,1,S18-PHG47-1_L001_R1_001.fastq.gz,S18-PHG47-1_L001_R2_001.fastq.gz
S19-PHG47-2,S19,PHG47,2,S19-PHG47-2_L001_R1_001.fastq.gz,S19-PHG47-2_L001_R2_001.fastq.gz
S12-PHG47-1,S12,PHG47,1,S12-PHG47-1_L001_R1_001.fastq.gz,S12-PHG47-1_L001_R2_001.fastq.gz
S22-PHG47-1,S22,PHG47,1,S22-PHG47-1_L001_R1_001.fastq.gz,S22-PHG47-1_L001_R2_001.fastq.gz
S24-PHG47-1,S24,PHG47,1,S24-PHG47-1_L001_R1_001.fastq.gz,S24-PHG47-1_L001_R2_001.fastq.gz
S14-PHG47-1,S14,PHG47,1,S14-PHG47-1_L001_R1_001.fastq.gz,S14-PHG47-1_L001_R2_001.fastq.gz
S7-PHG47-1,S7,PHG47,1,S7-PHG47-1_L001_R1_001.fastq.gz,S7-PHG47-1_L001_R2_001.fastq.gz
S4-PHG47-1,S4,PHG47,1,S4-PHG47-1_L001_R1_001.fastq.gz,S4-PHG47-1_L001_R2_001.fastq.gz
S16-PHG47-2,S16,PHG47,2,S16-PHG47-2_L001_R1_001.fastq.gz,S16-PHG47-2_L001_R2_001.fastq.gz
S9-PHG47-2,S9,PHG47,2,S9-PHG47-2_L001_R1_001.fastq.gz,S9-PHG47-2_L001_R2_001.fastq.gz
S15-PHG47-1,S15,PHG47,1,S15-PHG47-1_L001_R1_001.fastq.gz,S15-PHG47-1_L001_R2_001.fastq.gz
S3-PHG47-1,S3,PHG47,1,S3-PHG47-1_L001_R1_001.fastq.gz,S3-PHG47-1_L001_R2_001.fastq.gz
S5-PHG47-2,S5,PHG47,2,S5-PHG47-2_L001_R1_001.fastq.gz,S5-PHG47-2_L001_R2_001.fastq.gz
S21-PHG47-2,S21,PHG47,2,S21-PHG47-2_L001_R1_001.fastq.gz,S21-PHG47-2_L001_R2_001.fastq.gz
S22-PHG47-2,S22,PHG47,2,S22-PHG47-2_L001_R1_001.fastq.gz,S22-PHG47-2_L001_R2_001.fastq.gz
S4-PHG47-2,S4,PHG47,2,S4-PHG47-2_L001_R1_001.fastq.gz,S4-PHG47-2_L001_R2_001.fastq.gz
S14-PHG47-2,S14,PHG47,2,S14-PHG47-2_L001_R1_001.fastq.gz,S14-PHG47-2_L001_R2_001.fastq.gz
S17-PHG47-1,S17,PHG47,1,S17-PHG47-1_L001_R1_001.fastq.gz,S17-PHG47-1_L001_R2_001.fastq.gz
S20-PHG47-2,S20,PHG47,2,S20-PHG47-2_L001_R1_001.fastq.gz,S20-PHG47-2_L001_R2_001.fastq.gz
S24-PHG47-2,S24,PHG47,2,S24-PHG47-2_L001_R1_001.fastq.gz,S24-PHG47-2_L001_R2_001.fastq.gz
S20-PHG47-1,S20,PHG47,1,S20-PHG47-1_L001_R1_001.fastq.gz,S20-PHG47-1_L001_R2_001.fastq.gz
S18-PHG47-2,S18,PHG47,2,S18-PHG47-2_L001_R1_001.fastq.gz,S18-PHG47-2_L001_R2_001.fastq.gz
S1-PHG47-1,S1,PHG47,1,S1-PHG47-1_L001_R1_001.fastq.gz,S1-PHG47-1_L001_R2_001.fastq.gz
S5-PHG47-1,S5,PHG47,1,S5-PHG47-1_L001_R1_001.fastq.gz,S5-PHG47-1_L001_R2_001.fastq.gz
S19-PHG47-1,S19,PHG47,1,S19-PHG47-1_L001_R1_001.fastq.gz,S19-PHG47-1_L001_R2_001.fastq.gz
S16-PHG47-1,S16,PHG47,1,S16-PHG47-1_L001_R1_001.fastq.gz,S16-PHG47-1_L001_R2_001.fastq.gz
S6-PHG47-1,S6,PHG47,1,S6-PHG47-1_L001_R1_001.fastq.gz,S6-PHG47-1_L001_R2_001.fastq.gz
S1-PHG47-2,S1,PHG47,2,S1-PHG47-2_L001_R1_001.fastq.gz,S1-PHG47-2_L001_R2_001.fastq.gz
S2-PHG47-2,S2,PHG47,2,S2-PHG47-2_L001_R1_001.fastq.gz,S2-PHG47-2_L001_R2_001.fastq.gz
S21-PHG47-1,S21,PHG47,1,S21-PHG47-1_L001_R1_001.fastq.gz,S21-PHG47-1_L001_R2_001.fastq.gz
S17-PHG47-2,S17,PHG47,2,S17-PHG47-2_L001_R1_001.fastq.gz,S17-PHG47-2_L001_R2_001.fastq.gz
S7-PHG47-2,S7,PHG47,2,S7-PHG47-2_L001_R1_001.fastq.gz,S7-PHG47-2_L001_R2_001.fastq.gz